seed,experiment,condition,x,BS,H_norm,F_norm,M_norm
7806,formation,p=0.65,32,0.015907585620880127,0.8893530964851379,0.23932571709156036,1.5338834524154663
7806,formation,p=0.65,64,-0.07026779651641846,0.8874158263206482,0.13347013294696808,1.7446987628936768
7806,formation,p=0.70,0,0.0,0.2769657075405121,0.0,0.0
7806,formation,p=0.70,1,-0.039541542530059814,0.8365716934204102,0.5513057708740234,0.07068061828613281
7806,formation,p=0.70,2,-0.02054649591445923,0.9804930686950684,0.6361218094825745,0.2567020356655121
7806,formation,p=0.70,4,0.007436037063598633,1.0665408372879028,0.6263326406478882,0.5297183990478516
7806,formation,p=0.70,8,-0.05072128772735596,1.0338947772979736,0.503078043460846,0.9229800701141357
7806,formation,p=0.70,16,0.031130492687225342,0.9683316946029663,0.3703349828720093,1.2655243873596191
7806,formation,p=0.70,32,-0.024583280086517334,0.9322211146354675,0.2335422784090042,1.535276174545288
7806,formation,p=0.70,64,-0.03366905450820923,0.9113584160804749,0.14683158695697784,1.741162896156311
